Dato,ALT,DF,EL,KD,KF,LA,NB,RV,S,SF,UFG,V,udpeget af SF,Date
2007-03-31,0.0,-0.030120481927710843,-0.27235772357723576,0.0,0.0,0.0,0.0,-0.14285714285714285,-0.11740890688259109,0.06944444444444445,-0.2,0.0,0.0,2007-03-31
2007-04-30,0.0,-0.13793103448275862,-0.296551724137931,0.0,0.0,0.0,0.0,-0.1,-0.1111111111111111,-0.36363636363636365,0.0,0.0,0.0,2007-04-30
2007-05-31,0.0,-0.2714285714285714,-0.373134328358209,0.0,0.0,0.0,0.0,0.07407407407407407,0.0058823529411764705,0.04,0.0,0.0,0.0,2007-05-31
2007-06-30,0.0,-0.05825242718446602,-0.21348314606741572,0.0,0.0,0.0,0.0,0.375,-0.0970873786407767,-0.04,0.0,0.0,0.0,2007-06-30
2007-07-31,0.0,-0.10784313725490197,0.12380952380952381,0.0,0.0,0.0,0.0,-0.04,-0.28888888888888886,-0.045454545454545456,0.0,0.0,0.0,2007-07-31
2007-08-31,0.0,0.08823529411764706,-0.6214285714285714,0.0,0.0,0.0,0.0,-0.13043478260869565,-0.17355371900826447,0.15151515151515152,0.0,0.0,0.0,2007-08-31
2007-09-30,0.0,-0.18181818181818182,-0.17692307692307693,0.0,0.0,0.0,0.0,-0.9166666666666666,-0.1509433962264151,0.02564102564102564,0.0,0.0,0.0,2007-09-30
2007-10-31,0.0,-0.56,-0.09230769230769231,0.0,0.0,0.0,0.0,0.0,-0.3557692307692308,-0.13043478260869565,0.0,0.0,0.0,2007-10-31
2007-11-30,0.0,0.0,-0.2222222222222222,0.0,0.0,0.0,0.0,-2.0,-0.10344827586206896,0.0,0.0,0.0,0.0,2007-11-30
2007-12-31,0.0,-0.3,-0.016129032258064516,0.0,0.0,0.0,0.0,0.0,-0.13924050632911392,0.25,0.0,0.0,0.0,2007-12-31
2008-01-31,0.0,-0.2,-0.46875,0.0,0.0,0.0,0.0,0.1111111111111111,-0.0859375,-0.16666666666666666,0.0,0.0,0.0,2008-01-31
2008-02-29,0.0,-0.03636363636363636,-0.4393939393939394,0.0,-1.0,0.0,0.0,-0.08333333333333333,-0.06306306306306306,-0.21621621621621623,-1.0,0.0,0.0,2008-02-29
2008-03-31,0.0,-0.07692307692307693,-0.28695652173913044,0.0,0.0,0.0,0.0,0.0,-0.13829787234042554,0.0,0.0,0.0,0.0,2008-03-31
2008-04-30,0.0,-0.22580645161290322,-0.2765957446808511,0.0,0.0,0.0,0.0,0.625,-0.1322314049586777,0.2222222222222222,-0.6666666666666666,0.0,-0.5,2008-04-30
2008-05-31,0.0,-0.0641025641025641,-0.16058394160583941,0.0,0.0,0.0,0.0,0.0,-0.0821917808219178,-0.046511627906976744,0.0,0.0,0.0,2008-05-31
2008-06-30,0.0,-0.75,-0.0847457627118644,0.0,0.0,0.0,0.0,0.0,0.0,-0.15789473684210525,0.0,0.0,0.0,2008-06-30
2008-07-31,0.0,-0.4444444444444444,-0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,-0.36363636363636365,0.0,0.0,0.0,2008-07-31
2008-08-31,0.0,-0.09375,-0.15789473684210525,0.0,0.0,0.0,0.0,0.0,-0.6097560975609756,0.0,0.0,0.0,-0.3333333333333333,2008-08-31
2008-09-30,0.0,0.0,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,-0.10638297872340426,0.0,-1.3333333333333333,0.0,0.0,2008-09-30
2008-10-31,0.0,0.0,-0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,-0.06896551724137931,0.0,0.0,0.0,2008-10-31
2008-11-30,0.0,-0.10344827586206896,-0.2966101694915254,0.0,0.0,0.0,0.0,0.0,-0.0641025641025641,-0.05660377358490566,0.0,0.0,0.5,2008-11-30
2008-12-31,0.0,-0.05357142857142857,-0.017241379310344827,0.0,0.0,0.0,0.0,-0.4,0.024390243902439025,0.02,0.0,0.0,0.0,2008-12-31
2009-01-31,0.0,-0.10526315789473684,-0.10101010101010101,0.0,0.0,0.0,0.0,-0.6875,-0.23353293413173654,-0.225,0.0,0.0,0.0,2009-01-31
2009-02-28,0.0,0.125,-0.04964539007092199,0.0,0.0,0.0,0.0,-0.058823529411764705,-0.19,0.20689655172413793,-0.5,0.0,-1.0,2009-02-28
2009-03-31,0.0,-0.5,-0.24742268041237114,0.0,0.0,-0.2,0.0,0.09090909090909091,-0.19170984455958548,-0.041666666666666664,1.0,0.0,0.0,2009-03-31
2009-04-30,0.0,-0.13043478260869565,-0.01098901098901099,0.0,0.0,0.0,0.0,-0.3,-0.09401709401709402,0.0,0.0,0.0,0.0,2009-04-30
2009-05-31,0.0,-0.20588235294117646,-0.03571428571428571,0.0,0.0,0.0,0.0,0.0,-0.19230769230769232,-0.16666666666666666,0.0,0.0,0.0,2009-05-31
2009-06-30,0.0,-0.1111111111111111,-0.16161616161616163,0.0,0.0,0.0,0.0,0.38461538461538464,-0.0625,0.14285714285714285,-0.5,0.0,-2.0,2009-06-30
2009-07-31,0.0,-0.20833333333333334,-0.1506849315068493,0.0,0.0,0.0,0.0,0.5,-0.1016949152542373,-0.25,0.0,0.0,0.0,2009-07-31
2009-08-31,0.0,-0.3116883116883117,-0.27049180327868855,0.0,0.0,0.0,0.0,0.2,-0.13043478260869565,-0.375,0.0,0.0,0.0,2009-08-31
2009-09-30,0.0,-0.5555555555555556,-0.4,0.0,0.0,0.0,0.0,0.0,-0.12903225806451613,-0.058823529411764705,0.0,0.0,0.0,2009-09-30
2009-10-31,0.0,-0.4857142857142857,-0.27692307692307694,0.0,0.0,0.0,0.0,0.03571428571428571,-0.09433962264150944,0.0,0.0,0.0,0.0,2009-10-31
2009-11-30,0.0,0.0,-0.14102564102564102,0.0,0.0,0.0,0.0,0.3333333333333333,-0.13636363636363635,-0.35294117647058826,0.0,0.0,0.0,2009-11-30
2009-12-31,0.0,-0.6774193548387096,-0.4,0.0,0.0,0.0,0.0,0.10526315789473684,-0.1276595744680851,-0.1875,0.0,0.0,0.0,2009-12-31
2010-01-31,0.0,-0.21621621621621623,-0.06557377049180328,0.0,0.0,0.0,0.0,0.11764705882352941,-0.05670103092783505,-0.046875,0.0,0.0,0.0,2010-01-31
2010-02-28,0.0,-0.125,0.023255813953488372,0.0,0.0,0.0,0.0,0.14285714285714285,-0.03980099502487562,-0.046875,-0.25,0.0,0.0,2010-02-28
2010-03-31,0.0,-0.19444444444444445,-0.1917808219178082,0.0,0.0,0.0,0.0,-0.12903225806451613,-0.10714285714285714,-0.5952380952380952,0.0,0.0,0.0,2010-03-31
2010-04-30,0.0,-0.1836734693877551,-0.0684931506849315,0.0,0.0,0.0,0.0,0.0,-0.16167664670658682,-0.22580645161290322,0.0,0.0,-0.25,2010-04-30
2010-05-31,0.0,-0.375,-0.06382978723404255,0.0,0.0,0.0,0.0,-0.2222222222222222,-0.1417910447761194,-0.05263157894736842,-0.14285714285714285,0.0,0.0,2010-05-31
2010-06-30,0.0,-0.5,-0.1206896551724138,0.0,0.0,0.0,0.0,0.7,-0.45901639344262296,-0.058823529411764705,0.0,0.0,0.0,2010-06-30
2010-07-31,0.0,-0.3125,-0.0967741935483871,-0.25,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.1111111111111111,0.0,0.0,2010-07-31
2010-08-31,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,-0.25,-0.3,0.0,0.0,2010-08-31
2010-09-30,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.15384615384615385,-0.125,0.0,0.0,0.0,2010-09-30
2010-10-31,0.0,-0.45714285714285713,-0.2714285714285714,0.0,0.0,1.0,0.0,0.0,-0.16793893129770993,-0.1111111111111111,2.0,0.0,0.0,2010-10-31
2010-11-30,0.0,0.0,-0.42857142857142855,0.0,0.0,0.0,0.0,0.0,-0.2978723404255319,0.013333333333333334,-0.4,0.0,0.0,2010-11-30
2010-12-31,0.0,-0.45,-0.14,0.5,0.0,-2.0,0.0,0.0,-0.16666666666666666,-0.24242424242424243,0.0,1.0,0.0,2010-12-31
2011-01-31,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.16666666666666666,-0.1951219512195122,-0.17647058823529413,0.0,0.0,0.0,2011-01-31
2011-02-28,0.0,-0.225,0.0784313725490196,-1.0,0.0,0.0,0.0,0.0,-0.1686746987951807,0.022727272727272728,0.0,0.0,0.0,2011-02-28
2011-03-31,0.0,-0.07692307692307693,-0.38596491228070173,-0.2857142857142857,0.0,0.0,0.0,0.0,-0.1724137931034483,0.3111111111111111,0.0,0.0,0.0,2011-03-31
2011-04-30,0.0,-0.2608695652173913,-0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.08791208791208792,-0.10526315789473684,-0.5,0.0,0.0,2011-04-30
2011-05-31,0.0,-0.05,-0.12903225806451613,0.0,0.0,0.0,0.0,-0.75,0.025974025974025976,0.03225806451612903,0.0,0.0,0.0,2011-05-31
2011-06-30,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.4444444444444444,0.16666666666666666,0.0,0.0,0.0,0.0,2011-06-30
2011-07-31,0.0,-0.125,0.2962962962962963,0.0,0.0,0.0,0.0,2.0,0.14285714285714285,0.0,0.0,0.0,0.0,2011-07-31
2011-08-31,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,0.0,0.0,-0.1875,0.0,0.0,0.6666666666666666,0.0,2011-08-31
2011-10-31,0.0,0.0963855421686747,-0.15625,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,-0.006734006734006734,0.0,2011-10-31
2011-11-30,0.0,-0.24025974025974026,-0.2033898305084746,0.0,-0.18518518518518517,-0.3,0.0,0.0,0.0,0.0,0.0,-0.08450704225352113,0.0,2011-11-30
2011-12-31,0.0,-0.16666666666666666,0.23684210526315788,0.0,-0.5,-0.8571428571428571,0.0,0.0,0.0,0.0,0.0,-0.16,0.0,2011-12-31
2012-01-31,0.0,-0.2422360248447205,-0.08695652173913043,0.0,0.0,-0.8333333333333334,0.0,0.0,0.0,0.0,0.0,-0.12302839116719243,0.0,2012-01-31
2012-02-29,0.0,-0.05714285714285714,0.05454545454545454,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.01485148514851485,0.0,2012-02-29
2012-03-31,0.0,0.06896551724137931,-0.3770491803278688,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,-0.065,0.0,2012-03-31
2012-04-30,0.0,0.0,0.2682926829268293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0871559633027523,0.0,2012-04-30
2012-05-31,0.0,-0.07272727272727272,-1.0,0.0,0.05263157894736842,0.75,0.0,0.0,0.0,0.0,0.0,-0.07653061224489796,0.0,2012-05-31
2012-06-30,0.0,-0.2972972972972973,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18018018018018017,0.0,2012-06-30
2012-07-31,0.0,-0.6136363636363636,-0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13114754098360656,0.0,2012-07-31
2012-08-31,0.0,-0.44642857142857145,-0.03333333333333333,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.02459016393442623,0.0,2012-08-31
2012-09-30,0.0,-0.06666666666666667,0.0,0.0,0.0,-0.2857142857142857,0.0,0.0,0.0,0.0,0.0,-0.2597402597402597,0.0,2012-09-30
2012-10-31,0.0,-0.1,0.023255813953488372,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-10-31
2012-11-30,0.0,-0.2222222222222222,-0.06666666666666667,0.0,0.0,-0.09090909090909091,0.0,0.0,0.0,0.0,0.0,-0.17647058823529413,0.0,2012-11-30
2012-12-31,0.0,0.045454545454545456,0.1111111111111111,0.0,-0.05263157894736842,-2.0,0.0,0.0,0.0,0.0,0.0,0.08571428571428572,0.0,2012-12-31
2013-01-31,0.0,-0.24528301886792453,-0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07246376811594203,0.0,2013-01-31
2013-02-28,0.0,-0.2978723404255319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06293706293706294,0.0,2013-02-28
2013-03-31,0.0,-0.12195121951219512,0.09375,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.0582010582010582,0.0,2013-03-31
2013-04-30,0.0,-0.1917808219178082,0.0625,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.011976047904191617,0.0,2013-04-30
2013-05-31,0.0,-0.43478260869565216,-0.41935483870967744,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,2013-05-31
2013-06-30,0.0,-0.2765957446808511,-0.38461538461538464,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.03508771929824561,0.0,2013-06-30
2013-07-31,0.0,-0.18181818181818182,-0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,2013-07-31
2013-08-31,0.0,-0.06666666666666667,-0.32,0.0,-0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.0859375,0.0,2013-08-31
2013-09-30,0.0,0.25,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.423728813559322,0.0,2013-09-30
2013-10-31,0.0,-0.10606060606060606,0.05555555555555555,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.05421686746987952,0.0,2013-10-31
2013-11-30,0.0,-0.03076923076923077,-0.038461538461538464,0.0,0.4,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,-0.0064516129032258064,0.0,2013-11-30
2013-12-31,0.0,0.22580645161290322,0.11538461538461539,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,2013-12-31
2014-01-31,0.0,-0.4186046511627907,-0.08,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.29906542056074764,0.0,2014-01-31
2014-02-28,0.0,-0.3888888888888889,-0.09090909090909091,0.0,-0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.05434782608695652,0.0,2014-02-28
2014-03-31,0.0,-0.1206896551724138,-0.43478260869565216,0.0,0.1,-0.1111111111111111,0.0,0.0,-1.0,0.0,0.0,0.04597701149425287,0.0,2014-03-31
2014-04-30,0.0,-0.3870967741935484,0.375,0.0,0.3,0.0,0.0,0.0,0.0,0.6666666666666666,0.5,-0.042105263157894736,0.0,2014-04-30
2014-05-31,0.0,0.08333333333333333,-0.21739130434782608,0.0,-0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-05-31
2014-06-30,0.0,0.13636363636363635,-0.7777777777777778,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.047619047619047616,0.0,2014-06-30
2014-07-31,0.0,-0.09090909090909091,-0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,2014-07-31
2014-08-31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,2014-08-31
2014-09-30,0.0,-0.16666666666666666,-1.5,0.0,-0.35294117647058826,0.0,0.0,0.0,0.0,-0.25,0.0,-0.41379310344827586,0.0,2014-09-30
2014-10-31,0.0,-0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,-0.08396946564885496,0.0,2014-10-31
2014-11-30,0.0,-0.11764705882352941,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.15447154471544716,0.0,2014-11-30
2014-12-31,0.0,-0.08695652173913043,-0.125,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,-0.3333333333333333,0.0,-0.11594202898550725,0.0,2014-12-31
2015-01-31,0.0,-0.25,0.16666666666666666,0.0,-0.8,0.0,0.0,0.0,0.0,-0.42857142857142855,0.0,-0.3170731707317073,0.0,2015-01-31
2015-02-28,0.0,-0.5208333333333334,0.29411764705882354,0.0,-0.18181818181818182,-0.25,0.0,0.0,0.0,-0.08333333333333333,0.0,0.05555555555555555,0.0,2015-02-28
2015-03-31,0.0,-0.11764705882352941,-0.1,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,-0.12389380530973451,0.0,2015-03-31
2015-04-30,2.0,-0.3076923076923077,-1.1176470588235294,0.0,-0.14285714285714285,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,-0.1452991452991453,0.0,2015-04-30
2015-05-31,0.0,0.047619047619047616,-0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.0,-0.10869565217391304,0.0,2015-05-31
2015-07-31,0.0,-0.8571428571428571,-0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2015-07-31
2015-08-31,0.0,0.5263157894736842,0.07142857142857142,0.0,-0.3333333333333333,0.0,0.0,0.125,0.0,0.045454545454545456,0.0,0.0,0.0,2015-08-31
2015-09-30,0.0,-0.25,0.0,0.0,-1.0,0.0,0.0,0.0,-0.125,0.0,0.0,0.0,0.0,2015-09-30
2015-10-31,-0.14285714285714285,-0.06666666666666667,-0.3157894736842105,0.0,-1.5,0.0,0.0,1.0,0.013333333333333334,-0.16666666666666666,0.0,0.0,0.0,2015-10-31
2015-11-30,-0.35714285714285715,0.037037037037037035,-0.08695652173913043,0.0,-0.5,0.0,0.0,-0.5,-0.09,-0.16666666666666666,0.0,0.0,0.0,2015-11-30
2015-12-31,-0.2,0.07692307692307693,0.125,0.0,0.0,-0.5,0.0,0.0,-0.12962962962962962,0.0,0.0,0.0,0.0,2015-12-31
2016-01-31,0.0,-0.13333333333333333,0.0,0.0,0.75,-0.3333333333333333,0.0,0.0,-0.023255813953488372,0.0,0.0,0.0,0.0,2016-01-31
2016-02-29,-0.058823529411764705,-0.1951219512195122,-0.07692307692307693,0.0,-0.2857142857142857,-0.4,0.0,0.0,0.03296703296703297,-0.25,0.0,0.0,0.0,2016-02-29
2016-03-31,-0.2777777777777778,-0.2222222222222222,0.16666666666666666,0.0,0.2727272727272727,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,2016-03-31
2016-04-30,0.0,-0.7068965517241379,0.09090909090909091,0.0,0.0,-0.5,0.0,0.0,-0.014705882352941176,-0.5454545454545454,0.0,-1.0,0.0,2016-04-30
2016-05-31,0.2222222222222222,0.06976744186046512,-0.2,0.0,0.25,0.0,0.0,0.0,-0.391304347826087,-0.29411764705882354,0.0,0.0,0.0,2016-05-31
2016-06-30,0.0,-0.4827586206896552,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,2016-06-30
2016-07-31,0.0,0.0,-0.6666666666666666,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-07-31
2016-08-31,-0.5,-0.4,0.0,0.0,0.0,-1.0,0.0,0.0,0.3333333333333333,-0.4166666666666667,0.0,0.0,0.0,2016-08-31
2016-09-30,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.09375,-1.0,0.0,0.0,0.0,2016-09-30
2016-10-31,-0.9230769230769231,-0.24489795918367346,-0.1111111111111111,0.0,-0.2857142857142857,0.0,0.0,0.0,0.018867924528301886,-0.07692307692307693,0.0,0.0,0.0,2016-10-31
2016-11-30,0.3333333333333333,-0.18867924528301888,-0.9230769230769231,0.0,0.0,0.0,0.0,0.0,-0.1095890410958904,-0.4,0.0,0.0,0.0,2016-11-30
2016-12-31,0.0,-0.45454545454545453,-0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,2016-12-31
2017-01-31,-0.15789473684210525,-0.22916666666666666,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.056451612903225805,-0.125,0.0,0.0,0.0,2017-01-31
2017-02-28,0.0,0.1935483870967742,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,-0.02631578947368421,-0.1,0.0,0.0,0.0,2017-02-28
2017-03-31,0.0,-0.4318181818181818,0.2,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,2017-03-31
2017-04-30,0.0,-0.5294117647058824,0.42857142857142855,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2017-04-30
2017-05-31,0.0,-0.42857142857142855,-1.2727272727272727,0.0,0.0,0.0,0.0,0.0,-0.016129032258064516,0.25,0.0,0.0,0.0,2017-05-31
2017-06-30,-0.6666666666666666,-0.13333333333333333,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,-0.42105263157894735,0.0,0.0,0.0,2017-06-30
2017-07-31,0.0,0.0,-0.23529411764705882,0.0,0.0,0.0,0.0,0.0,-1.4,-0.875,0.0,0.0,0.0,2017-07-31
2017-08-31,-0.5,-0.2727272727272727,0.0,0.0,0.75,0.0,0.0,0.0,1.0,-0.2727272727272727,0.0,0.0,0.0,2017-08-31
2017-09-30,-0.6,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,-0.21428571428571427,0.0,0.0,0.0,0.0,2017-09-30
2017-10-31,1.0,-0.08823529411764706,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,-0.14583333333333334,0.25,0.0,0.0,0.0,2017-10-31
2017-11-30,0.0,-0.1,-0.15384615384615385,0.0,0.0,0.0,0.0,0.0,-0.06896551724137931,0.2631578947368421,0.0,-0.5,0.0,2017-11-30
2017-12-31,0.0,-0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,-0.10204081632653061,-0.375,0.0,0.0,0.0,2017-12-31
2018-01-31,0.0,0.0,-0.5833333333333334,0.0,0.0,0.0,0.0,0.0,-0.056338028169014086,-0.5,0.0,0.0,0.0,2018-01-31
